,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
NAGPA,0.0503872290480158,7.22934939904586,0.329866293353064,0.743032967475254,0.830405288844438,-6.84855333887345,Not
PGD,0.0567627846814833,9.46373599861991,0.329655264618924,0.743191368500655,0.830507482071684,-6.84862360088215,Not
NECAB2,0.0294273324995187,6.65800218058186,0.329344953686261,0.743424312498792,0.83069295026329,-6.84872683762142,Not
ERN1,-0.0160054574402637,2.21767842601461,-0.328863124619288,0.743786059722129,0.83102229517463,-6.84888694464574,Not
RRAS2,0.0743200715519206,3.07662694535632,0.328755519295529,0.743866855545328,0.831037705758305,-6.84892266896362,Not
ACVR1B,0.0450930523072719,2.27661596169497,0.327991633578194,0.744440505477048,0.831503713066539,-6.84917593995095,Not
FASTK,0.0374342860072119,5.73027375971671,0.32793693010542,0.74448159139097,0.831503713066539,-6.84919405472459,Not
MAPK4,-0.00254691834981857,2.04810629142867,-0.327723512803608,0.744641889037865,0.831503713066539,-6.84926469801727,Not
LHPP,-0.0448645979791484,4.41054888659409,-0.327709018240786,0.744652776312713,0.831503713066539,-6.84926949420492,Not
PLEKHH3,0.00253789824945927,1.55849988453499,0.327625167107616,0.744715760298209,0.831503713066539,-6.8492972360362,Not
SEL1L3,0.139466444360457,4.86580127425747,0.327578893018104,0.744750519398444,0.831503713066539,-6.84931254261895,Not
UBQLN4,0.0379714354953142,5.1746850618288,0.327569373750557,0.744757669928298,0.831503713066539,-6.84931569114354,Not
SOX10,0.00579278114729886,2.46529729613519,0.327485990019762,0.74482030574613,0.831503713066539,-6.84934326665556,Not
FOXI1,-0.0045413617732577,2.68024596189164,-0.327234688936481,0.745009087518085,0.831639610519918,-6.84942633121012,Not
NUPL2,0.0591456766739809,5.36186626261957,0.326927501445821,0.74523987364187,0.83173311177139,-6.84952778214778,Not
POLR2F,0.0282280362497005,8.43800215709273,0.32681876541264,0.74532157133055,0.83173311177139,-6.84956367030271,Not
TCHH,0.00666350610775401,2.64571108450713,0.326705456032712,0.745406708306073,0.83173311177139,-6.84960105524214,Not
SLC4A4,0.0598084044644844,3.39360023855808,0.326609565024357,0.745478760195893,0.83173311177139,-6.84963268313976,Not
CLDN17,0.0135688219462149,2.71746095421773,0.326579627131342,0.745501255808492,0.83173311177139,-6.8496425557142,Not
MGC2889,0.00781150153173282,1.93946265922419,0.326411934632339,0.745627265665868,0.83173311177139,-6.8496978387685,Not
CLDN11,-0.00271594884134441,1.94647790173879,-0.32636384511233,0.745663403067718,0.83173311177139,-6.84971368718891,Not
NOX3,0.00425654916231988,2.20178488917052,0.326327259944219,0.745690895784467,0.83173311177139,-6.84972574266946,Not
PERP,-0.0101168844412252,2.51506443649457,-0.326319961841632,0.745696380141728,0.83173311177139,-6.84972814736653,Not
DDX25,-0.00899309656965075,2.75881077117731,-0.326150618967948,0.74582364117999,0.831800253714182,-6.84978393017012,Not
RACGAP1,-0.144897681426624,5.31646896303159,-0.325671402213586,0.746183811033633,0.83212711816671,-6.84994163157323,Not
IL2,0.00518982626538556,2.81317109577242,0.325552854872432,0.746272917723487,0.832151667582884,-6.84998060771244,Not
TMPO,0.0991821638152643,7.15154436126121,0.325098299195039,0.746614619222189,0.832457249953063,-6.85012992618428,Not
JPH3,-0.00500864666201872,3.11981064916067,-0.324954035062713,0.746723077146989,0.832457249953063,-6.85017727256994,Not
RMDN3,-0.0556400592754791,6.86571276888179,-0.324920464905176,0.746748315970151,0.832457249953063,-6.85018828703931,Not
THY1,0.0158725891134623,2.64421728765727,0.324588853133633,0.746997644473073,0.832660356286468,-6.8502970290058,Not
FBXL14,0.0571113156959742,7.53843524463179,0.324472739556318,0.747084953105693,0.832682842682414,-6.85033507878923,Not
SNTB2,-0.00285204980672971,2.08910082580775,-0.324275101794068,0.747233569476832,0.832773651021758,-6.85039981244245,Not
PFKFB1,0.00665608000637175,2.67818656306658,0.324158968130447,0.74732090227722,0.832796150129772,-6.85043783218799,Not
CETP,0.0304065929931501,1.66785739717629,0.323924912201386,0.747496923098544,0.832907514633152,-6.85051441604318,Not
LOXL2,0.00333701981730883,2.12660202108899,0.323847499307365,0.747555144150306,0.832907514633152,-6.85053973367567,Not
PKN2,0.0311295624375005,3.01416192615149,0.32315312980638,0.748077435337364,0.833414572037126,-6.85076655564162,Not
CCDC130,0.0378353231667665,5.83290602116338,0.322933650086159,0.748242548573933,0.833497946536173,-6.85083814985127,Not
MMP17,-0.00858420894272749,2.28988497771264,-0.322874996433807,0.748286675375336,0.833497946536173,-6.85085727445464,Not
SNX5,-0.0653131956941655,7.0936765404409,-0.322589371256346,0.748501571451992,0.833662445287272,-6.85095035595223,Not
STX16,0.0471693800661726,8.37126625716372,0.322337981126981,0.748690726783883,0.833798247669974,-6.85103221285465,Not
AIPL1,-0.0126617216393035,2.51300854781624,-0.321779611421557,0.749110920933908,0.834130091500547,-6.85121380030717,Not
ZC2HC1C,0.0030036936150255,2.40395547524592,0.321763291833738,0.749123203194759,0.834130091500547,-6.85121910288827,Not
GOLGA3,0.04084742294327,7.32776889180469,0.321586029078931,0.749256616891392,0.834203753977014,-6.85127668208156,Not
TMPRSS15,0.00861144250246326,2.85004885933458,0.321221532957066,0.749530972859961,0.834434310778395,-6.85139497992268,Not
MYO3A,-0.00467675699507097,2.82937185122554,-0.320966479424098,0.749722970957023,0.834573147440312,-6.85147767856986,Not
DNASE1,-0.00230835640414506,1.61108737432677,-0.319873555488204,0.750545878905535,0.835414209464718,-6.85183130819878,Not
MEPE,0.0164815872156243,3.60186388541338,0.31954587873553,0.750792657603569,0.835554459192461,-6.8519370982831,Not
FXN,-0.0556017164352749,6.70398596386956,-0.31951987183816,0.75081224495068,0.835554459192461,-6.85194548995872,Not
OMP,-0.00230584619651486,1.72050109027649,-0.31943790218672,0.750873982275189,0.835554459192461,-6.85197193475241,Not
NANOG,0.0119637785758422,3.29716349078397,0.319040357668566,0.751173425436451,0.835786378506792,-6.85210009351633,Not
TTR,0.0281424170403239,4.71258730057813,0.318954283511027,0.751238264329761,0.835786378506792,-6.8521278208265,Not
KCNN1,0.031132693833952,3.96382463811889,0.318892833926034,0.751284554863519,0.835786378506792,-6.85214761119762,Not
TMEM43,0.0569283094823909,8.29302315564029,0.318419772554893,0.751640947281175,0.8361078627021,-6.85229983761988,Not
HBEGF,0.111253541440206,6.47063349036073,0.318296731417003,0.751733652324688,0.836135995855359,-6.85233939416374,Not
MECOM,0.0162160787674877,2.75457390463111,0.317889508003535,0.752040500209389,0.836402288746148,-6.85247020404351,Not
ACAN,0.0212413407971748,3.25774388447928,0.317750241380523,0.752145448634342,0.83644400604427,-6.8525149015524,Not
TRAPPC13,-0.0335435693322124,4.64724283433763,-0.31716015063379,0.752590181259385,0.836844160533273,-6.852704074365,Not
GRIP2,0.0213054797228391,3.95953370250849,0.317093768147122,0.752640216943373,0.836844160533273,-6.85272533352915,Not
ATP6V1G1,0.0371377901432073,9.33014988334715,0.316233315432312,0.753288878817522,0.837433414891571,-6.85300049488179,Not
NFIC,0.037383717824043,6.26290164324389,0.316211645476279,0.753305217281726,0.837433414891571,-6.85300741503726,Not
CCDC144A,0.006504613958775,2.95210172921603,0.316062472973629,0.75341769174781,0.837483386874717,-6.85305503946728,Not
SPAG5,-0.0674090149571498,3.21596346429755,-0.315513208175064,0.75383187811847,0.837766030040696,-6.85323020349527,Not
SSR3,0.0482998018922487,4.53195387407371,0.315452342930109,0.753877779533038,0.837766030040696,-6.85324959514043,Not
LRP6,0.00587968147349782,2.99059934315931,0.315439359344286,0.753887571197176,0.837766030040696,-6.85325373122421,Not
UBE2D2,0.0328500966305914,8.29661538464742,0.315366996063763,0.753942145232141,0.837766030040696,-6.85327678034845,Not
GPR15,0.00339021550535246,1.99920182926155,0.315053181210711,0.754178828894469,0.837898949027267,-6.85337667561415,Not
UBE2D3,-0.0384487441686279,10.0206103537565,-0.31502925267133,0.754196877121697,0.837898949027267,-6.85338428861546,Not
TUBB2A,-0.194558563113643,6.33347696839708,-0.314785210473156,0.754380955161971,0.838028391121713,-6.85346189915842,Not
CLCN2,0.0217038816941089,2.84839393454857,0.314460547440401,0.754625866867525,0.838225383016112,-6.85356505600172,Not
TRABD,0.0479071325776461,4.79524903720041,0.313915204310901,0.755037307453233,0.838607300469459,-6.85373809214709,Not
PANX1,0.047747672088104,3.61995399559443,0.313642111532781,0.755243372541941,0.838761062825724,-6.85382463150772,Not
SLC17A3,-0.00253160409284758,1.80160542377242,-0.313478680868751,0.755366699516786,0.83882291826544,-6.85387638458141,Not
C16orf72,0.0128313221095566,2.5057254631199,0.313341711767465,0.755470063205094,0.838862595696757,-6.8539197374703,Not
UBC,0.0415148616171681,13.3281585461039,0.313218399251853,0.755563124826249,0.838880794072737,-6.85395875169794,Not
CNNM4,0.0139455704089557,3.14895612071977,0.313060548371344,0.755682257247974,0.838880794072737,-6.85400867103306,Not
FSTL3,0.00501346520102164,2.73692210068716,0.313051139577543,0.755689358395121,0.838880794072737,-6.85401164571299,Not
GNL3L,0.0599435654384024,6.57921280129586,0.312830679457175,0.755855753496547,0.838990416199899,-6.85408132080593,Not
LAMTOR5,0.028646563214128,9.34134147485394,0.312305116204743,0.756252476299823,0.839355656693218,-6.85424722478796,Not
CST5,-0.0144730597524019,3.08763609481318,-0.312075223665186,0.756426032176849,0.839457152952401,-6.85431970740177,Not
PRDX3,-0.0761532515694139,9.59718879607812,-0.312004685368052,0.75647928715222,0.839457152952401,-6.85434193670418,Not
GNAT3,-0.00427746447740374,2.41668676834918,-0.311486836190046,0.756870289307898,0.839729196174713,-6.85450497750144,Not
MRS2,0.0673499253782452,4.79501418163621,0.311415714188318,0.756923995020841,0.839729196174713,-6.85452734865167,Not
PIGL,-0.0202224967381612,2.2128312136019,-0.31141100528751,0.756927550853285,0.839729196174713,-6.85452882963865,Not
AGTR2,-0.00218031312620082,1.90275222918852,-0.310523919911181,0.757597510466121,0.840397274153591,-6.85480742733997,Not
MMP11,-0.0139732022282431,2.82057109078838,-0.309979025788484,0.758009127989746,0.840686158315058,-6.85497816426873,Not
HAP1,0.0182565505073944,2.5575950178981,0.309926867734738,0.758048532335852,0.840686158315058,-6.85499449179683,Not
PGAP3,0.0351942681584729,5.29147367293818,0.309869891042966,0.758091577807311,0.840686158315058,-6.85501232462217,Not
FMO3,0.00235503560450478,1.86498225315659,0.309820284344492,0.758129055934364,0.840686158315058,-6.85502784809488,Not
HRC,-0.00252319675156221,1.7757315518784,-0.309500862833312,0.758370394669993,0.840878598703015,-6.85512774571212,Not
SLC48A1,-0.0199661433368998,3.64394786690965,-0.309292235258311,0.758528036253349,0.840978209855215,-6.85519293763967,Not
FABP2,0.0287939392581738,5.05468984392663,0.309130086736275,0.758650564854613,0.841002541696407,-6.85524357556675,Not
PLCD1,-0.0435921292502934,7.44487148637296,-0.309023817124909,0.758730871586864,0.841002541696407,-6.85527674853124,Not
LYZL6,-0.00780464935210201,2.39307874681488,-0.308994003714583,0.758753401724002,0.841002541696407,-6.85528605300125,Not
GHRHR,0.00306400729459266,1.62937342419905,0.308701604185171,0.758974380668425,0.841172303049815,-6.85537726062393,Not
BCORL1,-0.0332627718272853,6.75571473240523,-0.308471459877985,0.759148324965988,0.841274753900326,-6.85544898862432,Not
RAB11FIP2,-0.052640882326501,6.17740821580842,-0.308379000743131,0.759218209621836,0.841274753900326,-6.85547778993232,Not
BUB1B,-0.179940999737315,5.19308995113587,-0.308310078774354,0.759270305181025,0.841274753900326,-6.85549925374698,Not
SEC24C,-0.0460234287569659,7.47833922531692,-0.307876911065857,0.75959774642327,0.841561153394896,-6.85563404232173,Not
CTSW,-0.139411951808533,8.38317303556182,-0.307788623679048,0.759664490317605,0.841561153394896,-6.85566149151287,Not
MTMR7,-0.00577498967115275,2.60979127800951,-0.307672794552588,0.759752058145563,0.84158299340711,-6.85569749174263,Not
MCM4,0.149571571909014,5.71894094377989,0.307341881241903,0.760002249024551,0.841729119744907,-6.85580026679614,Not
RIOX1,-0.054162409672232,6.15857181370924,-0.307318793329901,0.760019705879482,0.841729119744907,-6.85580743332976,Not
IL22,-0.00290490390919418,2.2942207073553,-0.306826251148825,0.760392148914983,0.842066412767191,-6.85596019168645,Not
KRT33A,-0.00252545259567194,2.3738150522517,-0.306278300863067,0.760806557076626,0.842435698213069,-6.8561298477564,Not
BEST2,-0.00222592955384582,1.62565399880435,-0.306205712313164,0.760861460242102,0.842435698213069,-6.85615229993218,Not
RGS3,-0.0534401280161054,6.59202376063927,-0.305499728954766,0.761395503580879,0.842896502154595,-6.85637038939438,Not
KLHL24,0.0404007456976583,8.18035843301732,0.305426042979307,0.761451250346346,0.842896502154595,-6.85639312326993,Not
FBXO11,0.0519461289236816,7.87607542157235,0.305386031812907,0.761481521135389,0.842896502154595,-6.85640546537841,Not
GMPR2,0.0692650368402052,7.58990862123064,0.305226585830812,0.761602155099855,0.842944466933764,-6.85645463314486,Not
TEX13A,0.00619492581532288,2.10776938962194,0.305078186248372,0.761714436938127,0.842944466933764,-6.85650037159933,Not
TRAF3IP1,0.00543131174326694,2.84057667990489,0.305041300629524,0.761742346076742,0.842944466933764,-6.85651173673334,Not
CEP162,-0.0341716911932686,5.14738507187228,-0.304904888399766,0.761845563823732,0.842944466933764,-6.85655375594842,Not
PTTG3P,0.0254170948009045,3.92352819760462,0.304879641325541,0.76186466776808,0.842944466933764,-6.85656153078098,Not
NDUFAF7,0.023369482827885,4.38681312863417,0.304451708268539,0.762188498764951,0.84322753993236,-6.85669321516861,Not
AP2S1,0.0514065443241574,8.9775102534195,0.304272658800359,0.762324004152623,0.843302231850248,-6.85674825796015,Not
SCN1B,-0.0212673468923104,4.6404921062055,-0.304179532860442,0.762394485231569,0.843304985314113,-6.85677687367927,Not
OLFM1,-0.0025702711683282,2.25687803692357,-0.30356520959645,0.762859478300756,0.843744079665086,-6.85696542422819,Not
FBXO40,-0.0132158178929078,2.88709695518818,-0.303137447393338,0.763183311981517,0.844026983371088,-6.85709649052041,Not
OR10H1,-0.0365165780495178,2.7019010085608,-0.302662448271834,0.76354295615939,0.844349436986886,-6.85724181453054,Not
OCM2,-0.00430322506219971,2.4028926833288,-0.302090335806573,0.763976199441103,0.844667923854066,-6.85741654866145,Not
PKP1,-0.00237630106147835,2.09158087445448,-0.30205626258991,0.764002004458218,0.844667923854066,-6.85742694488743,Not
NRP1,-0.0178176329376201,2.69288181238553,-0.302012340658687,0.764035268702633,0.844667923854066,-6.85744034437414,Not
TNNC2,0.0154908499322119,2.0638487731909,0.301790212456006,0.764203504237994,0.844778615246332,-6.85750808042935,Not
DNAJA2,-0.0442100015436893,6.95072885605401,-0.301299193384543,0.764575433249875,0.845114437091008,-6.85765763628008,Not
ASTN2,0.00980234297061333,3.26352598730299,0.300917251840609,0.764864778840831,0.845358924609056,-6.85777380131269,Not
GNAQ,-0.0507062890265768,10.8746293256749,-0.300603256530834,0.765102676148365,0.84554651093898,-6.8578691910268,Not
GADD45GIP1,-0.00271066254813523,1.36592071061006,-0.298963923699301,0.766345081732687,0.846844088447123,-6.85836559887575,Not
IFNAR2,-0.0345788334403228,8.31505776602242,-0.297567917484739,0.767403566707076,0.84793821272765,-6.85878619326098,Not
NCALD,-0.0548900145140623,2.85644326992052,-0.297101834915177,0.767757061553779,0.84817338070287,-6.85892617990511,Not
MTSS1L,0.00903144522548249,2.86091763164912,0.297057889616151,0.767790393926934,0.84817338070287,-6.8589393674819,Not
HCN2,-0.0231795915325135,3.00863446228702,-0.297016810472275,0.767821552731744,0.84817338070287,-6.85895169319503,Not
AMACR,-0.0297359814378004,2.79974926760088,-0.296911256465226,0.767901617929264,0.848186282587645,-6.85898335667263,Not
TNNI2,-0.09870434444501,2.91389496251223,-0.296168523517342,0.768465070681563,0.848733060700216,-6.85920584042215,Not
EPS15L1,0.0297986818987992,4.10743257247996,0.295778006581643,0.768761375745687,0.848984715819941,-6.85932259612675,Not
SLC22A18,-0.0805674755433277,7.42098528719395,-0.295611658665736,0.768887602979424,0.849048516715972,-6.85937228377666,Not
ANKRD17,-0.0701711315406852,6.39220809997554,-0.294492427000243,0.769737056843025,0.84991086228292,-6.8597058711975,Not
NPPB,-0.00420578021562479,2.44609860942969,-0.294382292452999,0.769820660192395,0.849927510091354,-6.85973862872145,Not
CTNNAL1,-0.11141649504958,5.65976149326121,-0.294257394186625,0.769915474056168,0.849956530905087,-6.85977576267666,Not
PCDHGB5,0.0105538703965755,3.89071734059137,0.293931799454858,0.770162659086606,0.850153743382981,-6.85987249262601,Not
ZNF500,0.039024821527526,3.14300906725272,0.293763962248659,0.770290087177625,0.850200943874032,-6.85992231320412,Not
EMCN,0.00299428309741767,2.05313188855537,0.293673220549087,0.770358984235313,0.850200943874032,-6.85994923704676,Not
PTBP3,-0.0835501811489205,4.77494939726019,-0.293604631879313,0.770411062501027,0.850200943874032,-6.85996958239653,Not
AKAP17A,-0.0347464136318489,8.71773832778295,-0.293326842800877,0.770621994188092,0.850358059956842,-6.86005193412403,Not
CBARP,-0.00681858976358196,2.54084523177989,-0.292921588502245,0.770929744620897,0.850576812832917,-6.86017193417249,Not
GAS8-AS1,-0.00418929634513177,2.55659014425544,-0.292673719389945,0.771117994994748,0.850576812832917,-6.86024524936181,Not
SLAMF7,0.0295907462958533,6.223918409357,0.292647634371113,0.771137806722845,0.850576812832917,-6.86025296124183,Not
